Recipient Name,Start Date,End Date,Award Amount,Awarding Agency,Contract Award Type,state,naics
"PHILLIP CABLE MANUFACTURING, INC",8/7/18,2/25/19,6999.9,Department of Defense,PURCHASE ORDER,GA,335311
"PHILLIP CABLE MANUFACTURING, INC",8/1/18,3/28/19,1796.4,Department of Defense,PURCHASE ORDER,GA,335311
"PHILLIP CABLE MANUFACTURING, INC",8/1/18,2/19/19,3759.84,Department of Defense,PURCHASE ORDER,GA,335311
"PHILLIP CABLE MANUFACTURING, INC",7/31/18,2/19/19,1549.69,Department of Defense,PURCHASE ORDER,GA,335311
"PHILLIP CABLE MANUFACTURING, INC",7/26/18,2/11/19,15607.2,Department of Defense,PURCHASE ORDER,GA,335311
"PHILLIP CABLE MANUFACTURING, INC",7/18/18,2/4/19,8398.8,Department of Defense,PURCHASE ORDER,GA,335311
"AIRCRAFT LIGHTING, INC.",11/11/18,11/29/18,2540.3,Department of Defense,PURCHASE ORDER,GA,335311
"PHILLIP CABLE MANUFACTURING, INC",9/5/18,3/25/19,2129.5,Department of Defense,PURCHASE ORDER,GA,335311
"AIRCRAFT LIGHTING, INC.",9/20/18,10/11/18,1965.74,Department of Defense,PURCHASE ORDER,GA,335311
"AIRCRAFT LIGHTING, INC.",9/20/18,10/11/18,1211.96,Department of Defense,PURCHASE ORDER,GA,335311
"PHILLIP CABLE MANUFACTURING, INC",8/13/18,3/1/19,5981.8,Department of Defense,PURCHASE ORDER,GA,335311
"PHILLIP CABLE MANUFACTURING, INC",8/13/18,3/1/19,17277,Department of Defense,PURCHASE ORDER,GA,335311
"PHILLIP CABLE MANUFACTURING, INC",8/13/18,3/1/19,19918,Department of Defense,PURCHASE ORDER,GA,335311
"GIGA, INC.",5/16/18,7/20/18,35,Department of Defense,PURCHASE ORDER,GA,335311
J & S POWER SOLUTIONS INC,3/23/11,4/22/11,5778,Department of Defense,PURCHASE ORDER,GA,335311
LBS POWER TECHNOLOGIES INC,7/13/17,9/29/17,23304,Department of Defense,PURCHASE ORDER,GA,335311
ACCU-TECH CORPORATION,5/10/18,6/9/18,11915,Department of Defense,PURCHASE ORDER,GA,335311
"JULYN TECHNOLOGIES, INC.",5/24/18,4/19/19,330000,Department of Defense,DELIVERY ORDER,GA,335311
"JULYN TECHNOLOGIES, INC.",4/14/17,9/30/18,323520,Department of Defense,DELIVERY ORDER,GA,335311
"E.M. OIL TRANSPORT, INC.",10/25/17,11/24/17,79993.6,Department of Homeland Security,PURCHASE ORDER,GA,335311
"TESLA INDUSTRIES, INC.",12/4/18,12/26/18,151464.24,Department of Defense,PURCHASE ORDER,GA,335312
AVIATION GROUND EQUIPMENT CORP.,9/27/17,7/2/18,193001.4,Department of Defense,PURCHASE ORDER,GA,335312
MAGNUM INTEGRATED TECHNOLOGIES INC,3/28/18,8/15/18,0,Department of Defense,PURCHASE ORDER,GA,335312
ALSTOM RENEWABLE US LLC,5/7/15,5/6/19,23394421.77,Department of Defense,DEFINITIVE CONTRACT,GA,335312
"POWER AND ENERGY SERVICES, INC.",8/31/18,12/17/18,86353.14,Department of Defense,PURCHASE ORDER,GA,335312
"SOUTHCO & ASSOC., INC.",8/14/18,1/14/19,0,Department of Defense,PURCHASE ORDER,GA,335312
INKRUMAH EXPORTING AND FOOD SERVICES LLC,1/31/18,3/2/18,0,Department of Defense,PURCHASE ORDER,GA,335312
CANNON LOAD BANKS INC,9/5/18,11/29/18,5925,Department of Defense,PURCHASE ORDER,GA,335312
"DATAPATH, INC.",12/18/18,6/20/19,22237.8,Department of Defense,PURCHASE ORDER,GA,335312
"DATAPATH, INC.",12/6/18,3/27/20,728490,Department of Defense,PURCHASE ORDER,GA,335312
"DATAPATH, INC.",12/6/18,6/28/19,36938.94,Department of Defense,DELIVERY ORDER,GA,335312
DIVERSE ENTERPRISE,10/29/18,4/29/19,95917.8,Department of Defense,DELIVERY ORDER,GA,335312
DIVERSE ENTERPRISE,9/10/18,4/10/19,100713.69,Department of Defense,DELIVERY ORDER,GA,335312
BRUEL & KJAER NORTH AMERICA INC.,4/11/18,4/26/18,5114.04,Department of Defense,PURCHASE ORDER,GA,335312
"COMPRESSED GASES OF AUGUSTA, INC.",11/26/18,12/17/18,133.76,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",6/28/18,12/3/18,22950,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",9/18/18,2/15/19,15900,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",10/22/18,4/5/19,0,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",12/7/18,5/21/19,28800,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",12/6/18,4/30/19,28950,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",7/16/18,12/31/18,43850,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",7/9/18,3/6/19,0,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",6/18/18,1/24/19,32300,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",4/23/18,10/1/18,58275,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",3/28/18,10/4/18,27100,Department of Defense,PURCHASE ORDER,GA,335312
"BEARINGS & DRIVES, INC.",3/12/18,4/6/18,0,Department of Defense,PURCHASE ORDER,GA,335312
DUTCH VALLEY SUPPLY CO.,8/14/18,2/11/19,0,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",4/3/18,9/20/18,19700,Department of Defense,PURCHASE ORDER,GA,335312
DUTCH VALLEY SUPPLY CO.,3/26/18,1/30/19,146060.09,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",1/17/18,7/2/18,48900,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",3/2/18,8/20/18,29800,Department of Defense,PURCHASE ORDER,GA,335312
"ECI DEFENSE GROUP, INC.",4/19/18,5/6/19,123231.42,Department of Defense,PURCHASE ORDER,GA,335312
DUTCH VALLEY SUPPLY CO.,4/12/18,2/19/19,137279.31,Department of Defense,PURCHASE ORDER,GA,335312
"ECI DEFENSE GROUP, INC.",3/16/18,4/2/19,47276.45,Department of Defense,PURCHASE ORDER,GA,335312
DUTCH VALLEY SUPPLY CO.,9/7/18,9/9/19,83270,Department of Defense,PURCHASE ORDER,GA,335312
DUTCH VALLEY SUPPLY CO.,7/9/18,1/7/19,9185.12,Department of Defense,PURCHASE ORDER,GA,335312
DUTCH VALLEY SUPPLY CO.,6/26/18,5/2/19,204262.8,Department of Defense,PURCHASE ORDER,GA,335312
VALLEY ELECTRONICS INC,1/19/18,1/29/18,1350,Department of Defense,PURCHASE ORDER,GA,335312
"ECI DEFENSE GROUP, INC.",3/2/16,10/4/19,80830.32,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",12/7/18,8/5/19,76200,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",12/6/18,5/30/19,31400,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",7/30/18,1/11/19,45900,Department of Defense,PURCHASE ORDER,GA,335312
"BEARINGS & DRIVES, INC.",1/4/18,1/19/18,0,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",11/15/18,4/4/19,0,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",11/13/18,4/29/19,14250,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",11/5/18,4/4/19,19500,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",10/9/18,3/25/19,26250,Department of Defense,PURCHASE ORDER,GA,335312
"GIGA, INC.",10/2/18,11/16/18,259,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",10/1/18,3/11/19,12250,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",10/1/18,3/15/19,9500,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",10/1/18,5/9/19,34200,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",12/13/18,6/11/19,122000,Department of Defense,PURCHASE ORDER,GA,335312
"SONCOAST PROCUREMENT, LLC",12/12/18,12/19/18,300,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",11/30/18,2/28/19,14000,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",6/4/18,11/19/18,13500,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",5/17/18,11/28/18,51100,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",5/17/18,10/29/18,19675,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",5/4/18,10/1/18,44900,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",4/9/18,9/17/18,59550,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",4/5/18,9/17/18,19895,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",3/28/18,8/15/18,7395,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",3/28/18,9/12/18,60300,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",3/28/18,9/12/18,17395,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",3/20/18,8/27/18,18100,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",2/26/18,8/13/18,19965,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",2/26/18,8/10/18,27400,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",2/20/18,7/30/18,24800,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",2/20/18,8/6/18,22995,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",2/8/18,7/26/18,33990,Department of Defense,PURCHASE ORDER,GA,335312
"BEARINGS & DRIVES, INC.",2/1/18,2/21/18,709.55,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",9/4/18,2/19/19,26700,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",8/27/18,2/8/19,64950,Department of Defense,PURCHASE ORDER,GA,335312
TEXTRON GROUND SUPPORT EQUIPMENT INC.,8/8/18,10/9/18,361.35,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",7/26/18,1/2/19,18600,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",7/23/18,1/29/19,76725,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",6/14/18,10/12/18,14000,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",4/24/18,10/31/18,229950,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",3/29/18,10/5/18,23325,Department of Defense,PURCHASE ORDER,GA,335312
GINETECH INC,3/19/18,6/25/18,10352,Department of Defense,PURCHASE ORDER,GA,335312
SECO PARTS & EQUIPMENT COMPANY,2/13/18,4/16/18,15208.2,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",10/15/18,3/25/19,17475,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",10/15/18,2/19/19,73000,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",10/31/18,6/3/19,52850,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",7/2/18,1/14/19,42800,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",6/25/18,1/31/19,0,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",2/26/18,8/6/18,16600,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",2/9/18,7/16/18,26625,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",8/3/18,1/7/19,51400,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",7/30/18,1/7/19,8800,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",9/5/18,2/19/19,17975,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",9/13/18,4/11/19,123000,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",5/7/18,10/15/18,40000,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",1/17/18,6/26/18,18225,Department of Defense,PURCHASE ORDER,GA,335312
"DEVELOPMENT & TECHNOLOGY NETWORK, LLC",11/14/18,4/29/19,15364,Department of Defense,PURCHASE ORDER,GA,335312
"GIGA, INC.",4/18/18,5/18/18,145,Department of Defense,PURCHASE ORDER,GA,335312
DUTCH VALLEY SUPPLY CO.,6/22/18,4/29/19,21744.74,Department of Defense,PURCHASE ORDER,GA,335312
"AUGUSTA ENGINE PARTS, INC.",9/5/18,11/5/18,1299.75,Department of Defense,PURCHASE ORDER,GA,335312
"AUGUSTA ENGINE PARTS, INC.",4/6/18,5/7/18,1325,Department of Defense,PURCHASE ORDER,GA,335312
"AUGUSTA ENGINE PARTS, INC.",4/5/18,5/7/18,1325,Department of Defense,PURCHASE ORDER,GA,335312
KIPPER TOOL COMPANY,5/31/18,6/26/18,25920,Department of Defense,PURCHASE ORDER,GA,335312
KIPPER TOOL COMPANY,10/22/18,11/26/18,47983.22,Department of Defense,PURCHASE ORDER,GA,335312
"DONROWE.COM, LTD.",6/15/18,7/21/18,24400,Department of Defense,PURCHASE ORDER,GA,335312
"NORTHERN LIGHTS, INC.",7/30/14,8/29/14,61735,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",7/19/18,11/16/18,12295,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",3/1/18,3/20/19,0,Department of Defense,PURCHASE ORDER,GA,335312
LOCKHEED MARTIN CORPORATION,5/20/13,4/30/19,35729,Department of Defense,PURCHASE ORDER,GA,335312
VERICOR POWER SYSTEMS LLC,11/14/18,2/18/20,97282,Department of Defense,PURCHASE ORDER,GA,335312
VERICOR POWER SYSTEMS LLC,5/29/18,7/3/19,109424,Department of Defense,PURCHASE ORDER,GA,335312
VERICOR POWER SYSTEMS LLC,5/8/18,8/9/19,24890,Department of Defense,PURCHASE ORDER,GA,335312
VERICOR POWER SYSTEMS LLC,2/26/18,6/3/19,117909,Department of Defense,PURCHASE ORDER,GA,335312
"LOFTHOUSE, RAY",1/26/18,8/20/18,59600,Department of Defense,PURCHASE ORDER,GA,335312
DUTCH VALLEY SUPPLY CO.,1/4/17,4/30/18,50716.04,Department of Defense,PURCHASE ORDER,GA,335312
VERICOR POWER SYSTEMS LLC,5/31/17,10/1/18,93747.02,Department of Defense,PURCHASE ORDER,GA,335312
"ESA SOUTH, INC.",9/10/17,1/5/18,40221.18,Department of Homeland Security,PURCHASE ORDER,GA,335312
"CUMMINS POWER SOUTH, LLC",6/15/17,4/30/18,1073.1,Department of Homeland Security,BPA CALL,GA,335312
"CUMMINS POWER SOUTH, LLC",5/26/16,4/30/17,1341.44,Department of Homeland Security,BPA CALL,GA,335312
CANNON LOAD BANKS INC,8/25/17,11/30/17,4261.96,Department of Homeland Security,DELIVERY ORDER,GA,335312
"TECHNI-TOOL, INC.",4/11/18,4/20/18,54485.2,Department of Defense,PURCHASE ORDER,GA,335312
TEXTRON GROUND SUPPORT EQUIPMENT INC.,6/29/18,7/31/18,5284.82,Department of Defense,PURCHASE ORDER,GA,335312
KIPPER TOOL COMPANY,9/21/18,12/10/18,76806,Department of Defense,PURCHASE ORDER,GA,335312
CUMMINS INC.,7/5/18,9/30/18,221.3,Department of Homeland Security,PURCHASE ORDER,GA,335312
"CUMMINS POWER SOUTH, LLC",5/21/18,9/30/18,0,Department of Homeland Security,BPA CALL,GA,335312
KOHLER CO.,4/27/18,5/6/18,6906,Department of Transportation,DELIVERY ORDER,GA,335312
KOHLER CO.,1/20/18,5/6/18,8032,Department of Transportation,DELIVERY ORDER,GA,335312
"W. W. WILLIAMS COMPANY, LLC, THE",4/26/18,4/30/18,82230.72,Department of State,PURCHASE ORDER,GA,335312
"SOUTHERN POWER SYSTEMS SERVICES, INC.",9/27/18,3/1/19,2072038.86,Department of Justice,PURCHASE ORDER,GA,335312
"SOUTHERN POWER SYSTEMS SERVICES, INC.",9/27/18,3/1/19,3988571.14,Department of Justice,PURCHASE ORDER,GA,335312
KOHLER CO.,5/3/17,5/6/18,417393,Department of Transportation,DELIVERY ORDER,GA,335312
ABB INC,3/19/18,4/10/18,24840,Department of Defense,PURCHASE ORDER,GA,335313
EOLA POWER LLC,6/1/17,5/31/20,66000,Department of Veterans Affairs,DEFINITIVE CONTRACT,GA,335313
"ASCO POWER SERVICES, INC.",10/1/16,9/30/20,74873.77,Department of Veterans Affairs,DEFINITIVE CONTRACT,GA,335313
"DATAPATH, INC.",12/6/18,5/6/19,177282,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,5/4/18,12/3/18,2110.64,Department of Defense,PURCHASE ORDER,GA,335313
"AUGUSTA ENGINE PARTS, INC.",3/5/18,5/4/18,7410,Department of Defense,PURCHASE ORDER,GA,335313
JERED LLC,12/27/18,2/14/19,1952.1,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,10/1/18,12/5/18,1803.48,Department of Defense,PURCHASE ORDER,GA,335313
JERED LLC,10/15/18,1/7/19,16037.34,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,8/29/18,10/12/18,1803.48,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,5/21/18,8/30/18,5219.73,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/18/18,5/15/18,4214.64,Department of Defense,PURCHASE ORDER,GA,335313
JERED LLC,9/23/18,11/19/18,1384.37,Department of Defense,PURCHASE ORDER,GA,335313
JERED LLC,7/2/18,8/27/18,1384.37,Department of Defense,PURCHASE ORDER,GA,335313
JERED LLC,7/2/18,8/27/18,1384.37,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,3/11/18,2/25/19,6039.6,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,2/4/18,6/18/18,3378.15,Department of Defense,PURCHASE ORDER,GA,335313
VERTEX LLC,3/21/18,5/10/18,74,Department of Defense,PURCHASE ORDER,GA,335313
"COMPRESSED GASES OF AUGUSTA, INC.",5/8/18,6/22/18,251.52,Department of Defense,PURCHASE ORDER,GA,335313
VERTEX LLC,12/18/17,4/30/19,10765.24,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,12/6/18,4/15/19,1606.94,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,12/6/18,4/15/19,2236.56,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,10/29/18,3/7/19,5454.1,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,10/19/18,2/11/19,13850.4,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,9/7/18,12/31/18,42264.95,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,9/6/18,12/31/18,5304.75,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,9/4/18,12/28/18,6947.7,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,8/30/18,12/24/18,3526.35,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,8/20/18,12/13/18,3378.15,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,7/23/18,11/15/18,1564.58,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,7/16/18,11/8/18,1564.58,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,5/7/18,8/30/18,991.54,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,5/7/18,8/30/18,1564.58,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,2/7/18,6/4/18,3062.31,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,2/7/18,6/4/18,3216.87,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/30/18,6/1/18,4214.64,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/25/18,5/21/18,6348.72,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/25/18,5/22/18,4214.64,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/25/18,5/21/18,6348.72,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/25/18,5/22/18,6348.72,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/25/18,5/21/18,6039.6,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/24/18,5/21/18,6348.72,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/24/18,5/21/18,6039.6,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/24/18,5/21/18,6348.72,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/24/18,5/21/18,4214.64,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/24/18,5/21/18,6348.72,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/24/18,5/21/18,6967.7,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/24/18,5/21/18,6348.72,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/19/18,5/16/18,4523.76,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/19/18,5/16/18,6348.72,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/19/18,5/16/18,3216.87,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/19/18,5/16/18,4214.64,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/19/18,5/16/18,6348.72,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/19/18,5/16/18,3062.31,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/18/18,5/15/18,4523.76,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/18/18,5/15/18,6039.6,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/17/18,5/14/18,6671.34,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/17/18,5/14/18,6348.72,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,1/17/18,5/14/18,6348.72,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,5/29/18,9/21/18,6348.72,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,5/9/18,9/4/18,6039.6,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,2/6/18,6/1/18,4214.64,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,2/6/18,6/1/18,4214.64,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,2/6/18,6/1/18,4214.64,Department of Defense,PURCHASE ORDER,GA,335313
TEXTRON GROUND SUPPORT EQUIPMENT INC.,12/28/18,6/12/19,12401.67,Department of Defense,PURCHASE ORDER,GA,335313
"GIGA, INC.",5/29/18,6/12/18,35,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,3/29/18,7/23/18,918.04,Department of Defense,PURCHASE ORDER,GA,335313
"GIGA, INC.",3/21/18,4/20/18,439.8,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,3/8/18,7/2/18,4586.4,Department of Defense,PURCHASE ORDER,GA,335313
"AUGUSTA ENGINE PARTS, INC.",2/9/18,4/10/18,4913,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,6/13/18,7/27/18,1803.48,Department of Defense,PURCHASE ORDER,GA,335313
"A. E. PETSCHE COMPANY, INC.",2/17/18,3/19/18,1412,Department of Defense,PURCHASE ORDER,GA,335313
"SUNBELT TRANSFORMER, LTD.",12/4/18,4/19/19,12400,Department of Defense,PURCHASE ORDER,GA,335313
"SUNBELT TRANSFORMER, LTD.",6/21/18,6/29/18,9400,Department of Defense,PURCHASE ORDER,GA,335313
DUTCH VALLEY SUPPLY CO.,12/14/18,5/13/19,244161.5,Department of Defense,PURCHASE ORDER,GA,335313
"PRIME POWER SERVICES, INC.",2/26/18,4/1/18,7699.49,Department of Health and Human Services,PURCHASE ORDER,GA,335313
EATON CORPORATION,11/21/14,11/20/17,23555.43,Department of Health and Human Services,DELIVERY ORDER,GA,335313
SUNAGO SUPPLY CORPORATION,5/23/18,6/18/18,66099.59,Department of Defense,PURCHASE ORDER,GA,335313
ALEGNA INC.,5/11/18,8/9/18,118456.24,Department of Defense,PURCHASE ORDER,GA,335313
"SOUTHERN STATES, LLC",9/10/18,1/31/19,26796,Department of Energy,PURCHASE ORDER,GA,335313
EATON CORPORATION,8/15/18,4/15/19,110117,Department of Health and Human Services,PURCHASE ORDER,GA,335313
EATON CORPORATION,4/3/18,4/2/19,12753.84,Department of Health and Human Services,DELIVERY ORDER,GA,335313
MCMASTER-CARR SUPPLY COMPANY,7/17/18,7/25/18,3783.8,Department of State,PURCHASE ORDER,GA,335313
LOCKHEED MARTIN CORPORATION,6/28/18,7/30/18,2792.1,Department of Defense,PURCHASE ORDER,GA,335314
TOMAREM SOLUTIONS LLC,4/12/18,6/1/18,432,Department of Defense,PURCHASE ORDER,GA,335314
